iteration internal-T external-T loop-time(ms) wall-time(ms)
1701 267.068 260 9.45943 19147
1702 267.063 260 9.48521 19158
1703 267.058 260 9.50745 19170
1704 267.052 260 9.52396 19181
1705 267.047 260 9.4888 19192
1706 267.042 260 9.51313 19203
1707 267.036 260 9.50297 19215
1708 267.031 260 9.51313 19226
1709 267.026 260 9.4449 19237
1710 267.021 260 9.50005 19248
1711 267.016 260 9.50417 19260
1712 267.01 260 9.51281 19271
1713 267.005 260 9.49599 19282
1714 267 260 9.47604 19293
1715 266.995 260 9.48146 19304
1716 266.989 260 9.52542 19316
1717 266.984 260 9.49839 19327
1718 266.979 260 9.45521 19338
1719 266.974 260 9.50562 19349
1720 266.968 260 9.50073 19361
1721 266.963 260 9.49786 19372
1722 266.958 260 9.50333 19383
1723 266.953 260 9.45177 19394
1724 266.948 260 9.5313 19405
1725 266.942 260 9.46391 19417
1726 266.937 260 9.4963 19428
1727 266.932 260 9.49333 19439
1728 266.927 260 9.48964 19450
1729 266.922 260 9.50344 19462
1730 266.917 260 9.51333 19473
1731 266.911 260 9.48302 19484
1732 266.906 260 9.50906 19495
1733 266.901 260 9.50562 19507
1734 266.896 260 9.53693 19518
1735 266.891 260 9.49422 19529
1736 266.886 260 9.49167 19540
1737 266.881 260 9.465 19551
1738 266.875 260 9.51693 19563
1739 266.87 260 9.50193 19574
1740 266.865 260 9.47104 19585
1741 266.86 260 9.50911 19596
1742 266.855 260 9.49521 19608
1743 266.85 260 9.675 19620
1744 266.845 260 10.0571 19632
1745 266.84 260 9.70047 19644
1746 266.834 260 9.99573 19656
1747 266.829 260 10.1332 19668
1748 266.824 260 10.2192 19680
1749 266.819 260 9.54172 19691
1750 266.814 260 9.51276 19703
1751 266.809 260 9.46234 19714
1752 266.804 260 9.53938 19725
1753 266.799 260 9.48318 19736
1754 266.794 260 9.48713 19747
1755 266.789 260 9.49948 19759
1756 266.784 260 9.51302 19770
1757 266.779 260 9.49922 19781
1758 266.774 260 9.5312 19793
1759 266.769 260 9.49214 19804
1760 266.763 260 9.50609 19815
1761 266.758 260 9.49656 19826
1762 266.753 260 9.50771 19838
1763 266.748 260 9.48974 19849
1764 266.743 260 9.50391 19860
1765 266.738 260 9.46786 19871
1766 266.733 260 9.50276 19882
1767 266.728 260 9.50984 19894
1768 266.723 260 9.48891 19905
1769 266.718 260 9.49125 19916
1770 266.713 260 9.51849 19927
1771 266.708 260 9.48766 19939
1772 266.703 260 9.53042 19950
1773 266.698 260 9.45932 19961
1774 266.693 260 9.47906 19972
1775 266.688 260 9.50698 19984
1776 266.683 260 9.49365 19995
1777 266.678 260 10.0658 20007
1778 266.673 260 9.56354 20018
1779 266.668 260 9.46099 20029
1780 266.663 260 9.46214 20041
1781 266.659 260 9.49349 20052
1782 266.654 260 9.51203 20063
1783 266.649 260 9.48505 20074
1784 266.644 260 9.50739 20085
1785 266.639 260 9.50115 20097
1786 266.634 260 9.52901 20108
1787 266.629 260 9.49729 20119
1788 266.624 260 9.49687 20130
1789 266.619 260 9.48104 20142
1790 266.614 260 9.50193 20153
1791 266.609 260 9.49974 20164
1792 266.604 260 9.50193 20175
1793 266.599 260 9.49234 20187
1794 266.594 260 9.52776 20198
1795 266.59 260 9.49662 20209
1796 266.585 260 9.46568 20220
1797 266.58 260 9.45521 20231
1798 266.575 260 9.51151 20243
1799 266.57 260 9.47745 20254
1800 266.565 260 9.50698 20265
1801 266.56 260 9.49463 20276
1802 266.555 260 9.46365 20288
1803 266.551 260 9.45453 20299
1804 266.546 260 9.50708 20310
1805 266.541 260 9.52094 20321
1806 266.536 260 9.53234 20333
1807 266.531 260 9.51448 20344
1808 266.526 260 9.53687 20355
1809 266.521 260 9.47932 20367
1810 266.517 260 9.53115 20378
1811 266.512 260 9.51906 20389
1812 266.507 260 9.51922 20400
1813 266.502 260 9.50417 20412
1814 266.497 260 9.48458 20423
1815 266.492 260 9.50922 20434
1816 266.488 260 9.54167 20445
1817 266.483 260 9.48266 20457
1818 266.478 260 9.51286 20468
1819 266.473 260 9.43062 20479
1820 266.468 260 9.51089 20490
1821 266.464 260 9.51313 20501
1822 266.459 260 9.52828 20513
1823 266.454 260 9.50833 20524
1824 266.449 260 9.4737 20535
1825 266.444 260 9.50198 20546
1826 266.44 260 9.53208 20558
1827 266.435 260 9.51719 20569
1828 266.43 260 9.5099 20580
1829 266.425 260 9.50641 20591
1830 266.421 260 9.5262 20603
1831 266.416 260 9.50266 20614
1832 266.411 260 9.5163 20625
1833 266.406 260 9.50792 20636
1834 266.402 260 9.46912 20648
1835 266.397 260 9.47453 20659
1836 266.392 260 9.52511 20670
1837 266.387 260 9.51542 20681
1838 266.383 260 9.51114 20693
1839 266.378 260 9.47239 20704
1840 266.373 260 9.48563 20715
1841 266.368 260 9.51151 20726
1842 266.364 260 9.51974 20737
1843 266.359 260 9.48245 20749
1844 266.354 260 9.50005 20760
1845 266.35 260 9.49573 20771
1846 266.345 260 9.52464 20782
1847 266.34 260 9.51068 20794
1848 266.335 260 9.50167 20805
1849 266.331 260 9.45135 20816
1850 266.326 260 9.51974 20827
1851 266.321 260 9.47448 20839
1852 266.317 260 9.48932 20850
1853 266.312 260 9.46479 20861
1854 266.307 260 9.50984 20872
1855 266.303 260 9.50438 20883
1856 266.298 260 9.5176 20895
1857 266.293 260 9.49037 20906
1858 266.289 260 9.49667 20917
1859 266.284 260 9.5026 20928
1860 266.279 260 9.48943 20939
1861 266.275 260 9.48474 20951
1862 266.27 260 9.4863 20962
1863 266.265 260 9.43885 20973
1864 266.261 260 9.47708 20984
1865 266.256 260 9.46359 20996
1866 266.252 260 9.50151 21007
1867 266.247 260 9.52089 21018
1868 266.242 260 9.51969 21029
1869 266.238 260 9.51573 21041
1870 266.233 260 9.51203 21052
1871 266.229 260 9.50375 21063
1872 266.224 260 9.50161 21074
1873 266.219 260 9.51031 21085
1874 266.215 260 9.535 21097
1875 266.21 260 9.47724 21108
1876 266.206 260 9.52208 21119
1877 266.201 260 9.51104 21130
1878 266.196 260 9.51234 21142
1879 266.192 260 9.52917 21153
1880 266.187 260 9.52974 21164
1881 266.183 260 9.51614 21176
1882 266.178 260 9.50266 21187
1883 266.174 260 9.50573 21198
1884 266.169 260 9.52953 21209
1885 266.164 260 9.49375 21221
1886 266.16 260 9.49026 21232
1887 266.155 260 9.51672 21243
1888 266.151 260 9.51755 21254
1889 266.146 260 9.50792 21266
1890 266.142 260 9.48729 21277
1891 266.137 260 9.49932 21288
1892 266.133 260 9.48578 21299
1893 266.128 260 9.51458 21310
1894 266.124 260 9.4838 21322
1895 266.119 260 9.47792 21333
1896 266.115 260 9.50214 21344
1897 266.11 260 9.4462 21355
1898 266.105 260 9.50739 21367
1899 266.101 260 9.50682 21378
1900 266.096 260 9.50239 21389
1901 266.092 260 9.49255 21400
1902 266.087 260 9.47 21411
1903 266.083 260 9.47792 21423
1904 266.079 260 9.51172 21434
1905 266.074 260 9.48854 21445
1906 266.07 260 9.50906 21456
1907 266.065 260 9.45687 21468
1908 266.061 260 9.49094 21479
1909 266.056 260 9.5012 21490
1910 266.052 260 9.51328 21501
1911 266.047 260 9.49755 21512
1912 266.043 260 9.5001 21524
1913 266.038 260 9.50927 21535
1914 266.034 260 9.46146 21546
1915 266.029 260 9.52536 21557
1916 266.025 260 9.52068 21569
1917 266.021 260 9.5038 21580
1918 266.016 260 9.49156 21591
1919 266.012 260 9.48849 21602
1920 266.007 260 9.50578 21614
1921 266.003 260 9.5113 21625
1922 265.998 260 9.5049 21636
1923 265.994 260 9.48917 21647
1924 265.99 260 9.51016 21659
1925 265.985 260 9.50391 21670
1926 265.981 260 9.4762 21681
1927 265.976 260 9.48385 21692
1928 265.972 260 9.46911 21703
1929 265.967 260 9.50786 21715
1930 265.963 260 9.49432 21726
1931 265.959 260 9.4975 21737
1932 265.954 260 9.53474 21748
1933 265.95 260 9.49495 21760
1934 265.946 260 9.52302 21771
1935 265.941 260 9.50187 21782
1936 265.937 260 9.51974 21793
1937 265.932 260 9.49964 21805
1938 265.928 260 9.52292 21816
1939 265.924 260 9.56161 21827
1940 265.919 260 9.53068 21839
1941 265.915 260 9.50953 21850
1942 265.911 260 9.51828 21861
1943 265.906 260 9.50609 21872
1944 265.902 260 9.53823 21884
1945 265.898 260 9.48323 21895
1946 265.893 260 9.48536 21906
1947 265.889 260 9.49458 21917
1948 265.885 260 9.5337 21929
1949 265.88 260 9.97188 21941
1950 265.876 260 9.62562 21952
1951 265.872 260 9.5401 21964
1952 265.867 260 9.75313 21976
1953 265.863 260 9.62786 21987
1954 265.859 260 9.53422 21998
1955 265.854 260 9.51557 22010
1956 265.85 260 9.52677 22021
1957 265.846 260 9.51906 22032
1958 265.841 260 9.52687 22043
1959 265.837 260 9.50318 22055
1960 265.833 260 9.50797 22066
1961 265.829 260 9.46443 22077
1962 265.824 260 9.54182 22088
1963 265.82 260 9.49219 22100
1964 265.816 260 9.51484 22111
1965 265.811 260 9.46359 22122
1966 265.807 260 9.50849 22133
1967 265.803 260 9.48271 22144
1968 265.799 260 9.52583 22156
1969 265.794 260 9.5024 22167
1970 265.79 260 9.51969 22178
1971 265.786 260 9.51365 22189
1972 265.782 260 9.5274 22201
1973 265.777 260 9.50594 22212
1974 265.773 260 9.4926 22223
1975 265.769 260 9.47229 22234
1976 265.765 260 9.48495 22246
1977 265.76 260 9.50427 22257
1978 265.756 260 9.52787 22268
1979 265.752 260 9.5076 22279
1980 265.748 260 9.53531 22291
1981 265.744 260 9.49599 22302
1982 265.739 260 9.5225 22313
1983 265.735 260 9.51802 22324
1984 265.731 260 9.5262 22336
1985 265.727 260 9.50297 22347
1986 265.722 260 9.51875 22358
1987 265.718 260 9.50792 22369
1988 265.714 260 9.50937 22381
1989 265.71 260 9.48927 22392
1990 265.706 260 9.49297 22403
1991 265.701 260 9.50146 22414
1992 265.697 260 9.49609 22426
1993 265.693 260 9.47068 22437
1994 265.689 260 9.50714 22448
1995 265.685 260 9.45443 22459
1996 265.681 260 9.5149 22470
1997 265.676 260 9.52031 22482
1998 265.672 260 9.50995 22493
1999 265.668 260 9.47203 22504
2000 265.664 260 9.52693 22516
